,region,tg,prob,eval,taxid,lineage,dbStartPos,dbEndPos,qStartPos,qEndPos
1614,pore,AF-A0A060X1F1-F1-model_v6,1.0,7.26e-53,8022.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Oncorhynchus;Oncorhynchus mykiss,81,447,2,364
1615,pore,AF-A0A7S1YB79-F1-model_v6,1.0,9.22e-22,1486929.0,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Arcellinida incertae sedis;Sexangularia;unclassified Sexangularia;Sexangularia sp. CB-2014,101,447,5,365
1616,pore,AF-A0ABC9HFG2-F1-model_v6,1.0,4.980000000000001e-21,6192.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Echinostomata;Echinostomatoidea;Fasciolidae;Fasciola;Fasciola hepatica,5,295,39,364
1617,pore,AF-A0AAD5QE39-F1-model_v6,1.0,1.74e-07,114742.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Pythiales;Pythiaceae;Pythium;Pythium insidiosum,141,442,4,365
1618,pore,AF-A0AA36MTU3-F1-model_v6,1.0,1.44e-17,2562239.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Effrenium;Effrenium voratum,54,409,4,365
1620,pore,AF-A2EK50-F1-model_v6,1.0,1.39e-09,412133.0,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas vaginalis;Trichomonas vaginalis G3,138,407,9,314
1623,pore,AF-A0A915PF84-F1-model_v6,1.0,1.73e-12,48799.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Setariidae;Setaria;Setaria digitata,99,432,2,364
1624,pore,AF-A0A8J4G296-F1-model_v6,1.0,0.000316,1737510.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Volvox;Volvox reticuliferus,311,433,232,365
1626,pore,AF-A0A8C7ARI8-F1-model_v6,1.0,7.02e-52,452646.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Neogale;Neogale vison,25,300,1,275
1628,pore,AF-A0A7S1EWR7-F1-model_v6,1.0,8.98e-16,2966.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;Noctiluca scintillans,31,391,2,365
1630,pore,AF-A0A7S4PQ97-F1-model_v6,1.0,1.42e-20,55529.0,cellular organisms;Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Guillardia;Guillardia theta,40,421,5,365
1631,pore,AF-A2DG80-F1-model_v6,1.0,5.64e-16,412133.0,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas vaginalis;Trichomonas vaginalis G3,31,352,19,362
1632,pore,AF-A0A914YPY7-F1-model_v6,1.0,2.58e-36,310955.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Panagrolaimoidea;Panagrolaimidae;Panagrolaimus;Panagrolaimus superbus,49,421,2,365
1634,pore,AF-A0A422NU05-F1-model_v6,1.0,1.35e-08,5698.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Herpetosoma;Trypanosoma rangeli,121,377,6,257
1635,pore,AF-A0A7R9JSN2-F1-model_v6,1.0,6.96e-24,629358.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Timematodea;Timematoidea;Timematidae;Timema;Timema genevievae,7,399,39,365
1636,pore,AF-A0A2I3H504-F1-model_v6,1.0,6.85e-53,61853.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hylobatidae;Nomascus;Nomascus leucogenys,25,329,1,303
1637,pore,AF-A0A3B1KH08-F1-model_v6,1.0,1.45e-38,7994.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Characiformes;Characoidei;Acestrorhamphidae;Acestrorhamphinae;Astyanax;Astyanax mexicanus,29,300,2,275
1639,pore,AF-A0A671FE17-F1-model_v6,1.0,7.44e-52,59479.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yinpterochiroptera;Rhinolophoidea;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum,13,286,3,275
1640,pore,AF-A0A9Q9XTV9-F1-model_v6,1.0,1.49e-44,7962.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Cyprininae;Cyprinus;Cyprinus carpio,37,406,2,365
1641,pore,AF-A0A914WGQ3-F1-model_v6,1.0,9.2e-15,2011161.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Plectida;Plectina;Plectoidea;Plectidae;Plectus;Plectus sambesii,8,345,75,365
1642,pore,AF-A0A7J7NWX6-F1-model_v6,1.0,6.61e-19,39325.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Ranunculales;Circaeasteraceae;Kingdonia;Kingdonia uniflora,76,405,1,364
1645,pore,AF-A0AAW0JSN4-F1-model_v6,1.0,1.27e-15,58331.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fagales;Fagaceae;Quercus;Quercus suber,144,399,76,364
1646,pore,AF-A0A3P9HVJ2-F1-model_v6,1.0,5.6399999999999994e-42,8090.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Beloniformes;Adrianichthyoidei;Adrianichthyidae;Oryziinae;Oryzias;Oryzias latipes,47,316,2,270
1647,pore,AF-A0A493SW24-F1-model_v6,1.0,3.6199999999999997e-34,8840.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anatinae;Anas;Anas platyrhynchos;Anas platyrhynchos platyrhynchos,16,269,2,275
1648,pore,AF-A0A8B8GK71-F1-model_v6,1.0,6.290000000000001e-21,143950.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Chaitophorinae;Sipha;Sipha flava,37,386,2,327
1649,pore,AF-A0A8D3AW86-F1-model_v6,1.0,5.69e-18,52904.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Pleuronectiformes;Pleuronectoidei;Scophthalmidae;Scophthalmus;Scophthalmus maximus,63,248,2,217
1650,pore,AF-A0A7S1JCB0-F1-model_v6,1.0,7.47e-14,73025.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Eutreptiales;Eutreptiaceae;Eutreptiella;Eutreptiella gymnastica,6,321,69,364
1651,pore,AF-E4Z1J3-F1-model_v6,1.0,1.1e-28,34765.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Tunicata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;Oikopleura dioica,2,377,32,365
1652,pore,AF-A0A9N9MJ65-F1-model_v6,1.0,7.8e-17,467358.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Ceutorhynchinae;Ceutorhynchus;Ceutorhynchus assimilis,55,372,72,365
1653,pore,AF-A0A452S1I9-F1-model_v6,1.0,7.44e-52,9643.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Ursidae;Ursus;Ursus americanus,41,321,2,281
1654,pore,AF-A0A9P0DL10-F1-model_v6,1.0,1.45e-24,467358.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Ceutorhynchinae;Ceutorhynchus;Ceutorhynchus assimilis,2,366,24,365
1655,pore,AF-A0A182SZF9-F1-model_v6,1.0,1.46e-33,74869.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Cellia;Neocellia;Anopheles maculatus group;Anopheles maculatus,2,356,24,365
1656,pore,AF-A0A2I0LGP8-F1-model_v6,1.0,6.58e-31,8932.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Columba;Columba livia,99,375,2,365
1657,pore,AF-X6NFA2-F1-model_v6,1.0,3.94e-14,46433.0,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Reticulomyxidae;Reticulomyxa;Reticulomyxa filosa,50,326,99,365
1658,pore,AF-A0A7S3VRT4-F1-model_v6,1.0,3.94e-14,3047.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Dunaliellaceae;Dunaliella;Dunaliella tertiolecta,22,370,100,365
1660,pore,AF-D8M022-F1-model_v6,1.0,1.06e-13,12968.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystidae;Blastocystis;Blastocystis hominis,52,323,5,278
1661,pore,AF-A0AAX6I646-F1-model_v6,1.0,8.7e-22,29817.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Iridaceae;Iridoideae;Irideae;Iris;Iris pallida,27,364,4,364
1662,pore,AF-A0A915JYQ0-F1-model_v6,1.0,2.67e-18,13658.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Mermithida;Mermithoidea;Mermithidae;Romanomermis;Romanomermis culicivorax,8,357,95,365
1663,pore,AF-A0ABD2HDG7-F1-model_v6,1.0,1.79e-39,8213.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Notothenioidei;Nototheniidae;Pagothenia;Pagothenia borchgrevinki,1,357,19,365
1664,pore,AF-A0A3Q2NQ12-F1-model_v6,1.0,1.72e-17,8078.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Fundulidae;Fundulus;Fundulus heteroclitus,43,299,2,275
1665,pore,AF-A0A8C5MLX6-F1-model_v6,1.0,6.55e-43,445787.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pelobatoidea;Megophryidae;Leptobrachium;Leptobrachium leishanense,16,300,2,281
1666,pore,AF-A0A2P6NPF4-F1-model_v6,1.0,2.28e-22,1890364.0,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;Planoprotostelium fungivorum,20,353,5,365
1667,pore,AF-A0A6P8KJ82-F1-model_v6,1.0,3.59e-13,7226.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;melanogaster subgroup;Drosophila mauritiana,131,338,2,215
1668,pore,AF-A0A9Q0P2S2-F1-model_v6,1.0,1.51e-20,77065.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,1,347,3,364
1669,pore,AF-A0AAY4CM27-F1-model_v6,1.0,3.66e-17,299321.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Clupei;Clupeiformes;Denticipitoidei;Denticipitidae;Denticeps;Denticeps clupeoides,19,251,2,274
1670,pore,AF-A0A8B9FE59-F1-model_v6,1.0,2.01e-20,241587.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Psittaciformes;Psittacidae;Amazona;Amazona collaria,17,241,3,257
1671,pore,AF-A0A8D0GQJ7-F1-model_v6,1.0,3.27e-24,8508.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Sphenodontia;Sphenodontidae;Sphenodon;Sphenodon punctatus,26,266,2,275
1672,pore,AF-G0R103-F1-model_v6,1.0,1.21e-10,5932.0,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Hymenostomatida;Ophryoglenina;Ichthyophthirius;Ichthyophthirius multifiliis,8,307,77,363
1673,pore,MGYP002649313278,1.0,2.94e-26,59818.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Acaroidea;Acaridae;Tyrophaginae;Tyrophagus;Tyrophagus putrescentiae,2,334,28,336
1674,pore,AF-A0A2Z6N3P0-F1-model_v6,1.0,1.48e-16,3900.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Trifolieae;Trifolium;Trifolium subterraneum,6,294,43,346
1675,pore,AF-A0A670I0W2-F1-model_v6,1.0,9e-23,64176.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Laterata;Lacertibaenia;Lacertidae;Lacertinae;Podarcis;Podarcis muralis,25,315,2,282
1676,pore,AF-A0A448XN67-F1-model_v6,1.0,8.8e-05,117903.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Monogenea;Polyopisthocotylea;Polystomatidea;Polystomatidae;Protopolystoma;Protopolystoma xenopodis,1,84,281,364
1678,pore,AF-A0A5C6PG30-F1-model_v6,1.0,7.27e-34,433684.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Tetraodontoidei;Tetradontoidea;Tetraodontidae;Takifugu;Takifugu flavidus,1,319,79,364
1679,pore,AF-A0A3Q3DY68-F1-model_v6,1.0,6.08e-20,109280.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Syngnathoidei;Syngnathidae;Hippocampinae;Hippocampus;Hippocampus comes,17,252,1,275
1680,pore,AF-A0AAV7Y6B6-F1-model_v6,1.0,1.3100000000000002e-21,1746091.0,cellular organisms;Eukaryota;Metamonada;Anaeramoebidae;Anaeramoeba;Anaeramoeba flamelloides,5,304,42,362
1681,pore,AF-A0A3P8GGU4-F1-model_v6,1.0,4.89e-10,27848.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Echinostomata;Echinostomatoidea;Echinostomatidae;Echinostoma;Echinostoma caproni,2,221,175,364
1682,pore,AF-G0QNI8-F1-model_v6,1.0,8.39e-14,5932.0,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Hymenostomatida;Ophryoglenina;Ichthyophthirius;Ichthyophthirius multifiliis,3,298,51,363
1683,pore,AF-A0A672LET4-F1-model_v6,1.0,1.54e-19,75366.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Cyprininae;Sinocyclocheilus;Sinocyclocheilus grahami,15,239,2,257
1684,pore,AF-A0A9P0DN28-F1-model_v6,1.0,4.43e-14,467358.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Ceutorhynchinae;Ceutorhynchus;Ceutorhynchus assimilis,1,309,105,364
1685,pore,AF-A0ABD2I307-F1-model_v6,1.0,8.53e-11,97005.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Heteroderidae;Heteroderinae;Heterodera;Heterodera schachtii,61,286,1,218
1686,pore,AF-A0A3Q1FWF1-F1-model_v6,1.0,7.440000000000001e-26,80966.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Pomacentridae;Acanthochromis;Acanthochromis polyacanthus,2,211,69,275
1687,pore,AF-A0A3Q3AJ54-F1-model_v6,1.0,3.18e-18,37003.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Aplocheiloidei;Rivulidae;Kryptolebias;Kryptolebias marmoratus,55,295,2,275
1688,pore,AF-A0A822CMU4-F1-model_v6,1.0,6.61e-19,2762511.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood1,41,310,4,257
1689,pore,AF-A0AAR5PBX4-F1-model_v6,1.0,2.22e-16,77166.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Scolytinae;Dendroctonus;Dendroctonus ponderosae,23,315,5,267
1690,pore,AF-A0A8C6X240-F1-model_v6,1.0,2.69e-20,35670.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Elapidae;Elapinae;Naja;Naja naja,11,271,2,276
